Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
292490005000009;1;0;156067;156067;0;13;17;49;69;9;5;2;0;0;4;
292490005000010;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
292490005000011;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
292490010000001;1;0;37851;37851;0;12;10;16;18;2;0;0;0;0;0;
292490010000002;8;0;109410;109410;0;21;24;30;24;12;0;0;0;2;0;
292490010000003;8;0;63444;63444;0;31;19;29;28;0;0;0;0;0;12;
292490010000004;8;2;84298;83648;650;5;16;33;32;12;1;1;0;0;1;
292490010000005;8;1;54270;54120;150;7;13;24;23;6;1;0;0;0;0;
292490015000001;1;1;87795;87795;0;11;15;18;48;7;1;0;0;0;12;
292490015000002;8;0;45297;45297;0;10;17;14;19;1;1;0;0;0;6;
292490015000003;8;0;54572;54572;0;18;12;13;20;6;1;2;0;0;6;
292490015000004;5;1;61486;61374;112;12;7;25;26;5;2;0;0;0;2;
292490015000005;8;0;49649;49649;0;16;7;17;22;6;1;0;0;0;0;
292490015000006;5;0;71823;71823;0;7;16;26;22;13;1;0;1;0;1;
292490015000007;8;0;11064;11064;0;4;6;3;4;1;0;0;0;0;0;
292500605000001;1;0;225385;225385;0;13;27;69;78;19;1;3;2;1;22;
292500605000002;1;0;172073;172073;0;43;39;74;68;13;1;0;0;0;27;
292500605000003;1;0;149188;149188;0;21;35;65;68;11;1;0;0;0;7;
292500605000004;1;1;239676;239616;60;14;14;57;74;32;4;6;0;0;5;
292500605000005;1;1;252590;252190;400;7;14;45;62;27;6;4;2;0;1;
292500605000006;1;0;214931;214931;0;27;39;77;66;16;7;0;1;0;14;
292500605000007;1;0;309054;309054;0;11;24;27;82;34;9;8;1;0;14;
292500605000008;1;0;255396;255396;0;2;11;24;42;24;5;3;2;1;7;
292500605000009;1;0;147298;147298;0;6;21;54;52;15;3;1;0;0;5;
292500605000010;1;0;108798;108798;0;21;41;56;36;4;0;1;0;0;6;
292500605000011;1;0;89134;89134;0;3;9;21;28;10;2;1;0;0;2;
292500605000012;1;0;175892;175892;0;10;13;48;79;23;3;0;0;0;6;
292500605000013;1;0;305503;305503;0;8;6;38;47;37;15;8;4;0;3;
292500605000014;5;0;70161;70161;0;9;12;23;37;6;0;0;0;0;0;
292500605000015;8;0;37495;37495;0;2;4;10;6;0;0;0;2;0;1;
292500605000016;8;0;231389;231389;0;108;40;97;112;8;0;0;0;0;61;
292500605000017;8;0;112447;112447;0;20;30;46;50;6;1;0;0;0;8;
292500605000018;8;0;114988;114988;0;31;36;46;39;3;0;0;1;0;5;
292500605000019;8;0;9027;9027;0;3;6;3;3;0;0;0;0;0;2;
292500605000020;8;0;211210;211210;0;66;46;69;92;12;0;0;0;1;22;
292500605000021;8;0;74387;74387;0;18;11;21;48;2;0;0;0;0;16;
292500605000022;1;1;131414;131294;120;23;32;54;45;10;1;1;0;0;9;
292500605000023;1;0;126273;126273;0;37;54;49;29;2;1;0;1;0;9;
292500605000024;1;0;132531;132531;0;2;14;32;48;12;1;3;1;0;10;
292500605000025;1;0;140386;140386;0;15;32;40;48;12;2;1;0;1;8;
292500605000026;1;1;111844;111844;0;32;42;45;34;7;1;1;0;0;15;
292500605000027;1;0;106417;106417;0;35;42;64;35;2;0;1;0;0;9;
292500605000028;5;0;5164;5164;0;9;1;2;2;0;0;0;0;0;1;
292500605000029;5;0;7102;7102;0;3;1;4;4;0;0;0;0;0;2;
292500605000030;5;0;23708;23708;0;4;6;9;9;3;0;0;0;0;4;
292500610000001;1;0;249652;249652;0;17;39;119;102;14;2;0;0;0;4;
292500610000002;1;1;261776;261076;700;27;50;116;89;16;1;0;1;0;7;
292500610000003;1;0;161458;161458;0;33;44;78;49;6;1;1;1;0;18;
292500610000004;8;0;46860;46860;0;12;16;28;11;0;0;1;0;0;6;
292500610000005;8;0;68942;68942;0;12;27;42;22;4;1;0;0;0;4;
292500610000006;8;0;116245;116245;0;20;42;38;45;6;1;0;0;0;5;
292500610000007;8;0;40958;40958;0;2;9;22;14;4;0;0;0;0;9;
292500610000008;8;0;222200;222200;0;13;44;96;66;6;1;0;0;0;5;
292500610000009;5;0;105072;105072;0;6;34;47;54;3;0;0;0;0;8;
292500610000010;5;0;34190;34190;0;8;15;13;15;1;0;0;0;0;2;
292500610000011;8;0;160892;160892;0;28;52;84;61;5;1;0;0;0;2;
292500610000012;8;0;61737;61737;0;8;16;26;21;4;0;2;1;0;2;
292500610000013;8;0;28238;28238;0;4;13;9;12;1;0;0;1;0;1;
292500610000015;5;0;46872;46872;0;19;21;29;19;0;0;0;0;0;4;
292510505000001;1;1;326724;326024;700;1;10;19;54;46;15;14;1;0;3;
292510505000002;1;0;244237;244237;0;4;11;36;60;32;10;6;0;0;4;
292510505000003;1;0;372406;372406;0;16;38;80;88;42;8;10;3;0;7;
292510505000004;1;0;486568;486568;0;13;17;61;78;56;20;17;9;0;17;
292510505000005;1;0;610733;610733;0;27;44;81;121;50;14;14;9;3;5;
292510505000006;1;1;315438;314928;510;9;17;41;82;40;13;8;3;0;10;
292510505000007;1;0;271710;271710;0;2;10;30;77;38;7;7;5;0;7;
292510505000008;1;1;248369;247569;800;14;30;86;108;24;3;3;2;0;7;
292510505000009;1;0;171774;171774;0;13;25;34;80;21;4;2;1;0;3;
292510505000010;1;0;117321;117321;0;31;49;55;46;3;0;2;0;0;6;
292510505000011;1;0;151412;151412;0;51;45;75;51;7;1;2;0;0;10;
292510505000012;1;0;174605;174605;0;19;30;54;57;21;3;1;1;1;5;
292510505000013;1;0;223392;223392;0;3;30;43;65;27;10;2;0;0;7;
292510505000014;1;0;344308;344308;0;6;23;41;73;33;11;5;0;1;5;
292510505000015;1;0;524824;524824;0;12;29;81;112;57;19;16;6;0;4;
292510505000016;1;0;192102;192102;0;4;29;61;63;23;3;3;0;1;6;
292510505000017;1;0;147011;147011;0;42;47;67;58;9;2;0;0;0;21;
292510505000018;1;0;184332;184332;0;47;53;82;68;14;3;1;0;0;31;
292510505000019;1;2;172903;170593;2310;30;31;54;64;20;2;0;0;1;16;
292510505000020;1;0;172129;172129;0;26;31;55;57;13;2;1;2;0;8;
292510505000021;1;0;202950;202950;0;7;20;27;56;26;4;5;0;0;4;
292510505000022;1;1;262769;262259;510;22;38;89;99;24;6;2;1;0;24;
292510505000023;1;0;143570;143570;0;23;43;73;61;7;2;0;0;0;11;
292510505000024;1;0;133058;133058;0;39;45;56;40;11;1;0;1;0;28;
292510505000025;1;0;180594;180594;0;30;39;82;65;18;1;0;0;0;4;
292510505000026;1;0;88102;88102;0;14;25;41;28;5;2;0;0;0;59;
292510505000027;1;1;61802;61802;0;37;31;27;29;2;0;0;0;0;16;
292510505000028;1;0;113895;113895;0;26;29;60;41;4;0;2;0;0;2;
292510505000029;1;0;149730;149730;0;58;63;78;41;6;2;1;0;0;12;
292510505000030;8;0;119225;119225;0;58;37;44;39;6;1;0;0;0;10;
292510505000031;8;1;71768;70088;1680;30;21;32;26;4;0;0;0;0;3;
292510505000032;8;0;99968;99968;0;35;28;36;40;2;1;1;0;0;12;
292510505000033;8;1;87152;86852;300;36;45;54;27;3;0;0;0;0;9;
292510505000034;8;0;47477;47477;0;5;12;26;23;3;0;0;0;0;0;
292510505000035;8;0;50260;50260;0;15;19;24;18;3;0;1;0;0;3;
292510505000036;8;0;47069;47069;0;22;18;16;17;4;0;0;0;0;15;
292510505000037;8;0;73629;73629;0;41;20;29;31;4;0;0;0;0;14;
292510505000038;8;0;114692;114692;0;30;26;47;56;2;0;0;0;0;17;
292510505000039;8;0;96428;96428;0;18;20;30;38;7;1;0;1;0;6;
292510505000040;8;0;101605;101605;0;29;32;39;34;15;1;1;0;0;0;
292510505000041;5;0;133013;133013;0;30;32;53;47;8;1;1;1;0;36;
292510505000042;8;0;79076;79076;0;17;19;43;40;0;0;0;0;0;6;
292510505000043;8;0;78609;78609;0;42;22;48;30;3;0;0;0;0;4;
292510505000044;8;0;103856;103856;0;33;27;39;35;13;1;0;0;0;10;
292510505000045;8;0;64981;64981;0;50;29;29;24;3;0;0;0;0;9;
292510505000046;8;0;35191;35191;0;19;3;15;14;2;0;0;0;0;3;
292510505000047;5;0;62593;62593;0;11;21;18;20;5;0;1;1;0;2;
292510505000048;8;0;35983;35983;0;20;11;16;20;1;0;0;0;0;9;
292510505000049;8;0;63347;63347;0;72;21;34;21;1;0;0;0;0;17;
292510505000050;1;1;136891;136191;700;9;25;41;56;13;3;2;0;0;5;
292510505000051;1;0;257934;257934;0;17;27;71;67;23;6;5;1;2;3;
292510505000052;1;0;170746;170746;0;8;14;33;26;17;4;6;4;0;6;
292510505000053;1;0;151718;151718;0;44;57;72;56;7;0;0;0;1;6;
292510505000054;1;0;300423;300423;0;7;12;22;48;64;9;10;2;0;5;
292510505000055;1;3;102149;100527;1622;45;61;57;37;5;0;0;0;0;11;
292510505000056;1;1;196845;196745;100;19;20;44;72;25;4;0;0;0;5;
292510505000057;1;4;207670;199228;8442;9;21;51;64;27;7;4;1;0;6;
292510505000058;1;0;105894;105894;0;28;36;56;33;7;0;0;0;0;8;
292510505000059;1;0;73400;73400;0;20;22;39;28;4;1;0;0;0;7;
292510505000060;1;0;82280;82280;0;21;31;40;28;8;0;0;0;0;15;
292510505000061;1;2;154987;153745;1242;22;36;55;58;17;2;2;0;0;2;
292510505000062;1;0;132242;132242;0;12;27;47;40;13;4;1;0;0;5;
292510505000063;1;0;157794;157794;0;19;24;50;61;15;3;4;0;0;30;
292510505000064;1;0;210559;210559;0;84;86;95;74;10;1;0;0;0;36;
292510505000065;1;0;89492;89492;0;9;22;30;40;5;2;1;0;0;20;
292510505000066;1;0;129592;129592;0;23;37;50;48;10;0;1;0;0;13;
292510505000067;1;0;118223;118223;0;49;40;49;41;7;0;2;0;0;18;
292510505000068;1;0;42011;42011;0;34;35;21;10;0;0;0;0;0;54;
292510505000069;1;0;71244;71244;0;22;25;36;20;5;1;1;0;0;46;
292510505000070;8;0;6138;6138;0;1;3;2;2;0;1;0;0;0;0;
292510505000071;8;0;1665;1665;0;1;1;2;0;0;0;0;0;0;1;
292510505000072;8;0;6570;6570;0;1;3;4;2;0;0;0;0;0;1;
292510505000073;8;0;16608;16608;0;2;8;10;6;0;0;0;0;0;2;
292520405000001;1;1;287977;282957;5020;1;7;27;35;41;15;6;3;0;6;
292520405000002;1;0;329805;329805;0;3;23;78;107;30;6;5;6;0;21;
292520405000003;1;0;391374;391374;0;1;10;31;57;31;17;13;12;2;6;
292520405000004;1;0;129031;129031;0;21;24;47;38;20;3;1;0;0;22;
292520405000005;1;0;588539;588539;0;6;18;69;105;70;19;19;8;3;9;
292520405000006;1;0;489599;489599;0;4;17;54;69;50;21;10;6;2;32;
292520405000007;1;0;220582;220582;0;2;8;23;22;37;10;3;3;1;6;
292520405000008;1;0;287651;287651;0;6;18;43;58;33;13;8;2;0;48;
292520405000009;1;0;376509;376509;0;22;44;116;116;56;10;1;0;0;12;
292520405000010;1;0;289762;289762;0;3;26;90;100;27;2;0;0;0;12;
292520405000011;1;0;127618;127618;0;5;11;29;44;15;5;2;0;0;1;
292520405000012;1;0;118528;118528;0;14;18;43;39;12;4;1;1;0;5;
292520405000013;1;0;151549;151549;0;4;14;29;33;18;4;2;2;0;13;
292520405000014;1;0;110987;110987;0;1;13;38;36;11;1;1;0;0;38;
292520405000015;1;0;153554;153554;0;11;11;34;40;23;4;2;0;0;6;
292520405000016;1;0;253392;253392;0;3;9;27;36;20;12;4;5;2;2;
292520405000017;1;0;550089;550089;0;10;17;59;107;65;26;19;3;0;2;
292520405000018;1;0;146880;146880;0;3;21;52;50;13;1;1;0;0;10;
292520405000019;1;0;322245;322245;0;8;21;55;82;48;10;5;2;1;9;
292520405000020;1;0;278690;278690;0;6;19;53;87;41;10;0;0;0;9;
292520405000021;1;0;79843;79843;0;1;8;24;24;10;3;1;0;0;1;
292520405000022;1;0;991211;991211;0;4;20;46;74;42;7;2;4;1;14;
292520405000023;1;0;240071;240071;0;2;19;70;85;39;3;0;0;0;3;
292520405000024;8;0;52758;52758;0;9;13;23;28;5;0;1;0;0;17;
292520405000025;8;0;12904;12904;0;1;5;9;6;1;0;0;0;0;3;
292520405000026;8;0;35014;35014;0;24;8;23;19;0;0;0;0;0;4;
292520405000027;8;0;204658;204658;0;1;22;38;38;9;0;0;0;0;3;
292520405000028;1;0;201950;201950;0;4;28;49;61;16;4;1;0;1;55;
292520405000029;1;0;155066;155066;0;19;28;46;32;24;7;1;2;0;8;
292520405000030;1;0;539712;539712;0;7;17;53;78;86;13;18;8;1;1;
292520405000031;1;0;27060;27060;0;0;1;4;5;1;1;0;1;0;2;
292520405000032;1;0;293936;293936;0;8;10;54;98;42;10;2;1;0;12;
292520405000033;1;0;410526;410526;0;3;13;40;59;60;13;12;4;0;5;
292520405000034;1;0;336951;336951;0;0;4;13;45;49;15;7;4;0;5;
292520405000035;1;0;89528;89528;0;6;11;33;33;8;2;2;2;0;11;
292520405000036;1;0;120775;120775;0;19;41;56;34;11;0;2;0;0;39;
292520405000037;1;0;160857;160857;0;31;42;62;49;11;5;0;1;0;9;
292520405000038;1;0;153543;153543;0;4;8;29;36;13;4;2;3;1;5;
292520405000039;1;0;93598;93598;0;15;20;54;29;6;1;1;0;0;7;
292520405000040;1;0;355312;355312;0;32;35;91;127;41;10;5;0;0;20;
292520405000041;1;0;121820;121820;0;10;18;28;39;21;0;1;1;0;0;
292520405000042;1;0;272347;272347;0;3;15;39;41;22;5;1;1;1;8;
292520405000043;1;0;258330;258330;0;6;17;38;57;35;3;4;3;0;6;
292520405000044;1;0;204262;204262;0;6;12;41;44;22;6;5;4;0;10;
292520405000045;1;0;256128;256128;0;8;9;41;44;27;10;6;1;1;15;
292520405000046;1;0;189911;189911;0;10;18;37;35;26;3;5;2;0;11;
292520405000047;1;0;114851;114851;0;12;20;43;38;12;0;0;0;0;18;
292520405000048;1;0;97789;97789;0;10;19;27;34;11;2;0;0;0;14;
292520405000049;1;0;285384;285384;0;4;23;58;92;31;8;2;1;0;5;
292520405000050;8;0;20376;20376;0;11;5;11;5;3;1;0;0;0;11;
292520405000052;8;0;107113;107113;0;39;27;60;36;9;0;1;0;0;12;
292520405000053;8;0;93443;93443;0;2;11;50;34;6;0;0;0;0;0;
292520405000054;8;0;48611;48611;0;3;5;19;21;4;0;0;0;0;4;
292520410000002;8;0;129409;129409;0;10;34;61;64;2;1;1;0;0;6;
292520410000003;8;3;133799;132977;822;24;52;65;53;7;0;2;0;0;14;
292520410000004;8;0;97945;97945;0;10;32;62;41;3;0;0;0;0;14;
292520410000005;8;0;29148;29148;0;9;15;18;12;0;0;0;0;0;3;
292525305000001;1;1;186159;185659;500;21;19;50;66;18;7;2;0;0;3;
292525305000002;1;0;269295;269295;0;19;30;60;76;30;6;5;3;0;6;
292525305000003;1;1;178878;176878;2000;4;10;21;47;27;6;6;2;1;2;
292525305000004;1;0;105315;105315;0;32;24;48;39;8;1;0;0;0;17;
292525305000005;1;0;76353;76353;0;14;11;34;31;7;3;0;0;0;6;
292525305000006;1;1;122968;121948;1020;19;20;29;53;9;1;2;1;0;2;
292525305000007;8;0;149410;149410;0;40;39;61;44;13;0;1;0;0;3;
292525305000008;8;0;82979;82979;0;52;28;41;34;1;0;0;0;0;10;
292525305000009;8;0;56746;56746;0;39;19;30;20;2;0;0;0;0;25;
292525305000010;8;0;48899;48899;0;22;14;13;13;3;0;1;1;0;20;
292525305000011;5;0;83081;83081;0;32;11;35;39;2;1;0;1;0;9;
292525305000012;8;1;70814;70724;90;35;20;33;25;1;0;0;0;0;7;
292525305000013;8;0;50738;50738;0;39;15;27;15;0;0;0;0;0;6;
292525305000014;8;0;42633;42633;0;35;8;25;15;0;0;0;0;0;4;
292525305000016;8;0;87145;87145;0;65;28;48;26;1;0;0;0;0;10;
292525305000017;8;0;64323;64323;0;55;30;21;31;1;0;0;0;0;41;
292525305000018;8;0;13964;13964;0;5;2;4;10;0;0;0;0;0;4;
292525305000020;8;3;47867;47647;220;14;9;25;15;2;0;0;0;0;3;
292525305000021;1;3;95197;94407;790;49;36;55;41;3;0;0;0;0;13;
292525305000022;1;0;76296;76296;0;16;12;35;37;4;1;0;0;0;30;
292525305000023;1;0;131892;131892;0;18;23;43;62;9;2;0;0;1;11;
292525305000024;1;0;95663;95663;0;11;18;39;31;8;2;0;0;1;6;
292525305000025;1;0;138455;138455;0;13;33;54;56;9;2;1;2;0;14;
292525305000026;1;0;116508;116508;0;15;21;47;50;8;0;2;1;0;4;
292525305000027;1;0;76347;76347;0;14;16;33;26;4;3;0;0;0;6;
292525305000028;1;2;150517;148797;1720;16;21;55;66;17;1;1;0;0;4;
292525305000029;1;0;69047;69047;0;27;36;32;28;3;0;1;0;0;9;
292525305000030;1;3;111126;110164;962;19;23;42;42;11;1;1;2;0;11;
292525305000031;1;0;96728;96728;0;21;27;39;37;9;1;0;0;0;13;
292525305000032;5;0;104361;104361;0;15;42;34;51;7;1;0;0;0;6;
292525305000033;5;0;81179;81179;0;39;15;28;30;7;1;0;0;0;7;
292525305000034;5;2;76761;75917;844;32;14;47;29;2;1;0;0;0;6;
292530305000001;1;0;430521;430521;0;1;4;14;40;49;25;19;11;4;7;
292530305000002;1;0;492524;492524;0;1;8;22;48;60;27;14;8;3;5;
292530305000003;1;3;809726;781526;28200;0;1;8;27;59;37;31;30;14;2;
292530305000004;1;0;537547;537547;0;1;7;32;61;62;35;20;7;1;2;
292530305000005;1;0;247624;247624;0;4;26;50;70;42;8;7;0;0;4;
292530305000006;1;1;752321;751871;450;1;16;27;72;62;33;23;12;9;4;
292530305000007;1;0;274195;274195;0;1;2;16;30;46;16;20;5;1;6;
292530305000008;1;0;75535;75535;0;0;3;4;11;9;7;1;1;0;0;
292530305000009;1;2;234683;232573;2110;1;4;20;64;31;12;11;5;1;10;
292530305000010;1;0;238674;238674;0;1;5;26;38;39;14;9;3;2;22;
292530305000011;1;0;392042;392042;0;1;6;20;47;55;13;20;6;3;1;
292530305000013;1;0;122398;122398;0;1;2;8;20;5;0;4;6;2;14;
292530305000014;1;0;742751;742751;0;0;3;7;35;39;29;36;29;10;1;
292530305000015;1;0;574037;574037;0;0;1;5;15;34;22;31;10;8;17;
292530305000016;1;5;823484;810464;13020;12;32;71;70;66;26;23;31;9;23;
292530305000017;1;0;95344;95344;0;8;18;52;37;5;1;0;0;0;17;
292530305000018;1;1;968390;968390;0;1;3;1;12;38;35;55;33;11;6;
292530305000019;1;1;955224;954714;510;0;1;3;10;13;29;27;35;17;2;
292530305000020;1;0;409572;409572;0;4;25;54;75;50;16;9;3;1;12;
292530305000021;1;0;152105;152105;0;1;1;14;24;19;4;9;3;0;2;
292530305000022;1;0;124048;124048;0;6;18;39;47;24;0;0;0;0;7;
292530305000023;1;2;182317;181317;1000;5;24;42;61;31;4;0;1;0;6;
292530305000024;1;0;589002;589002;0;1;10;28;69;70;29;17;13;1;2;
292530305000025;1;3;669526;664026;5500;0;6;11;54;72;40;21;9;2;5;
292530305000026;1;1;179333;178591;742;3;16;49;71;25;4;1;1;0;2;
292530305000027;1;0;142292;142292;0;1;9;38;48;17;7;2;0;0;3;
292530305000028;1;0;180354;180354;0;2;15;34;47;23;8;3;0;0;17;
292530305000029;1;0;187901;187901;0;4;19;50;69;34;4;1;0;0;16;
292530305000030;1;0;140853;140853;0;11;33;62;36;14;3;2;1;0;6;
292530305000031;1;0;427580;427580;0;12;45;128;111;51;6;5;1;1;18;
292530305000032;1;0;577873;577873;0;2;3;26;66;65;19;11;12;2;1;
292530305000033;1;0;176237;176237;0;1;2;21;39;28;7;7;3;0;4;
292530305000034;1;0;440722;440722;0;0;3;14;42;56;18;28;7;3;2;
292530305000035;1;0;524003;524003;0;11;18;56;71;40;9;3;10;7;2;
292530305000036;1;0;246819;246819;0;2;10;36;50;44;11;7;4;0;8;
292530305000037;1;0;495580;495580;0;2;20;38;74;63;30;12;2;1;7;
292530305000038;1;1;509995;509485;510;0;3;25;43;54;12;18;13;6;5;
292530305000039;1;0;147787;147787;0;10;23;57;59;16;3;0;0;0;2;
292530305000040;1;0;170700;170700;0;16;46;74;51;18;7;3;0;0;24;
292530305000041;1;1;224776;223976;800;21;36;89;72;22;4;4;0;1;13;
292530305000042;1;0;84314;84314;0;6;12;27;20;11;1;1;1;0;5;
292530305000043;1;0;182304;182304;0;6;25;61;59;24;2;1;1;0;7;
292530305000044;1;0;246038;246038;0;6;9;71;94;39;3;1;1;0;2;
292530305000045;1;0;133830;133830;0;5;10;43;55;19;1;0;0;0;2;
292530305000046;1;1;286318;285808;510;5;20;67;75;42;10;7;1;1;4;
292530305000047;1;8;272570;259660;12910;3;26;70;78;59;6;1;1;0;12;
292530305000048;1;1;211158;210488;670;15;30;73;64;26;4;3;1;0;15;
292530305000049;1;0;210457;210457;0;9;27;67;79;22;9;3;1;1;6;
292530305000050;1;0;119009;119009;0;11;22;50;40;15;1;1;0;0;5;
292530305000051;1;0;183814;183814;0;24;42;97;58;19;4;0;1;0;7;
292530305000052;1;2;152063;143563;8500;3;14;27;32;27;5;4;2;1;3;
292530305000053;1;2;194496;194296;200;7;24;57;65;28;2;2;0;1;9;
292530305000054;1;2;337470;336470;1000;11;36;76;98;53;9;3;1;1;15;
292530305000055;1;0;270497;270497;0;18;22;77;89;45;11;2;1;0;9;
292530305000056;1;0;134269;134269;0;3;8;31;46;24;2;2;0;0;0;
292530305000057;1;0;394297;394297;0;0;9;22;45;49;25;20;4;2;2;
292530305000058;1;0;402131;402131;0;2;4;37;76;52;20;11;4;2;4;
292530305000059;1;0;319355;319355;0;3;10;48;69;54;15;8;3;1;10;
292530305000060;1;0;395687;395687;0;2;32;51;107;53;17;8;6;0;11;
292530305000061;1;0;151241;151241;0;0;1;0;10;16;6;7;5;1;0;
292530305000062;1;0;118254;118254;0;15;16;50;44;12;2;0;0;0;16;
292530305000063;1;1;429700;429400;300;5;27;64;89;52;11;10;1;2;10;
292530305000064;1;0;177987;177987;0;1;9;36;44;33;7;1;0;0;5;
292530305000065;1;0;580048;580048;0;5;12;49;53;61;26;18;12;4;8;
292530305000066;1;0;269888;269888;0;3;18;62;82;40;7;0;1;0;9;
292530305000067;1;0;405699;405699;0;5;19;80;103;60;12;5;3;0;5;
292530305000068;1;0;291814;291814;0;16;50;116;80;39;8;0;0;0;9;
292530305000069;1;1;203539;202539;1000;9;40;69;70;28;1;0;1;0;13;
292530305000070;1;0;204027;204027;0;9;22;51;49;32;3;2;2;0;4;
292530305000071;1;0;140687;140687;0;27;40;75;49;14;1;0;0;0;7;
292530305000072;1;0;142436;142436;0;20;48;72;44;20;0;0;0;0;9;
292530305000073;1;0;103978;103978;0;19;18;49;30;15;1;0;0;0;18;
292530305000074;1;0;209837;209837;0;34;44;84;70;22;4;3;0;0;20;
292530305000075;1;0;155184;155184;0;16;41;84;46;13;1;1;0;0;19;
292530305000076;1;0;150786;150786;0;25;44;51;58;17;4;1;0;0;22;
292530305000077;1;0;142144;142144;0;26;31;61;64;18;2;0;0;0;17;
292530305000078;1;1;331597;331297;300;0;6;15;34;31;14;12;5;2;5;
292530305000079;1;1;381257;379957;1300;1;12;28;86;67;25;13;3;1;1;
292530305000080;1;0;408609;408609;0;0;5;24;47;51;20;13;9;1;3;
292530305000081;1;0;187114;187114;0;4;23;54;58;30;1;2;1;0;3;
292530305000082;1;0;150755;150755;0;11;24;56;54;21;3;2;0;0;6;
292530305000083;1;0;191632;191632;0;13;14;55;76;24;1;3;0;0;12;
292530305000084;1;0;215635;215635;0;6;27;49;58;22;1;7;0;1;6;
292530305000085;1;0;141252;141252;0;7;20;28;51;22;6;1;2;0;1;
292530305000086;1;0;298070;298070;0;4;11;36;85;60;12;3;3;1;4;
292530305000087;5;0;139073;139073;0;45;60;86;34;7;1;1;0;0;36;
292530305000088;5;0;104188;104188;0;13;31;52;25;9;0;0;0;0;28;
292530305000089;5;0;68767;68767;0;5;14;13;17;11;1;0;0;1;6;
292530305000090;5;0;63977;63977;0;0;11;18;14;13;2;1;0;0;0;
292530305000091;5;0;168684;168684;0;16;42;85;45;15;2;1;0;0;13;
292530305000092;5;0;142586;142586;0;16;47;53;39;12;3;2;0;0;40;
292530305000093;5;1;83593;83083;510;9;28;43;25;6;2;1;0;0;11;
292530305000094;5;0;150680;150680;0;10;41;64;36;13;1;1;0;0;7;
292530305000095;5;0;151679;151679;0;11;45;56;57;14;0;1;0;0;23;
292530305000096;8;3;191080;189215;1865;5;26;68;54;22;5;3;1;0;8;
292530305000097;8;0;15227;15227;0;7;4;12;3;2;0;0;0;0;1;
292530305000098;8;0;60962;60962;0;2;21;26;22;5;1;0;0;0;0;
292530305000099;5;0;79769;79769;0;15;37;42;18;5;2;1;0;0;19;
292530305000100;5;0;99686;99686;0;5;6;28;19;17;2;2;1;0;3;
292530305000101;5;0;102884;102884;0;14;34;52;36;2;0;1;0;0;5;
292530305000102;5;0;75621;75621;0;13;22;40;23;5;1;1;0;0;6;
292530305000103;5;0;201668;201668;0;8;19;60;56;28;5;3;0;0;3;
292530305000104;1;0;135646;135646;0;2;0;12;13;14;4;2;2;2;5;
292530305000105;1;0;267967;267967;0;0;2;5;35;41;12;13;11;3;14;
292530305000106;1;0;196420;196420;0;0;1;6;11;19;7;19;5;0;5;
292530305000107;1;0;342407;342407;0;2;2;15;32;50;13;18;6;2;3;
292530305000108;1;0;430606;430606;0;1;0;9;32;62;28;23;6;2;5;
292530305000109;1;0;304092;304092;0;0;0;2;13;28;21;11;13;6;4;
292530305000110;1;0;234384;234384;0;0;0;0;1;12;2;5;15;7;6;
292530305000111;1;0;106375;106375;0;0;0;1;2;6;4;5;5;1;0;
292530305000112;1;0;82070;82070;0;0;0;4;4;7;2;5;3;0;2;
292530305000113;1;0;788225;788225;0;0;6;8;22;26;21;28;22;12;12;
292530305000114;1;0;403859;403859;0;0;1;3;12;28;14;25;12;2;2;
292530305000115;1;0;144905;144905;0;17;31;70;42;10;1;0;1;0;5;
292530305000116;1;2;213236;211526;1710;2;10;30;68;35;9;2;1;0;1;
292530305000117;1;0;226759;226759;0;4;13;61;65;31;5;3;0;0;3;
292530305000118;1;0;318778;318778;0;1;8;31;68;52;16;4;5;0;20;
292530305000119;1;1;294939;294639;300;8;11;60;64;48;15;4;1;1;3;
292530305000120;1;0;214863;214863;0;3;12;40;83;35;2;3;1;0;1;
292530305000121;1;0;335894;335894;0;1;12;51;78;69;4;5;1;1;6;
292530305000122;1;0;235945;235945;0;1;11;23;47;49;8;8;2;2;10;
292530305000123;1;0;306718;306718;0;0;10;37;65;39;17;6;5;0;0;
292530305000124;1;0;317222;317222;0;8;35;80;95;47;6;3;1;1;5;
292530305000125;1;0;154979;154979;0;9;26;45;49;27;1;0;1;0;24;
292530305000126;1;0;153096;153096;0;3;13;44;54;23;4;1;0;0;4;
292530305000127;1;0;220795;220795;0;0;4;33;47;42;15;3;0;0;15;
292530305000128;1;0;163518;163518;0;1;2;20;33;29;5;2;3;1;3;
292530305000129;1;1;155093;153493;1600;4;15;44;55;21;7;1;1;0;5;
292530305000130;1;0;225321;225321;0;2;14;66;70;29;5;5;1;0;1;
292530305000131;1;0;58663;58663;0;3;4;22;22;7;2;0;0;0;12;
292530305000132;1;0;89484;89484;0;6;16;42;28;15;2;0;0;0;6;
292530305000133;1;0;102152;102152;0;8;17;46;31;11;3;1;0;0;13;
292530305000134;1;0;150174;150174;0;5;14;41;51;26;6;1;1;0;5;
292530305000135;1;0;473670;473670;0;0;5;15;15;32;23;33;22;4;8;
292530305000136;1;0;329652;329652;0;0;1;4;12;24;15;14;8;4;2;
